Origin,FlightDate,Region
LIT,2017-01-21,WestSouthCentral
RNO,2017-01-27,Mountain
CVG,2017-01-16,EastNorthCentral
CLE,2017-01-22,EastNorthCentral
BOI,2017-01-03,Mountain
BHM,2017-01-15,MiddleAtlantic
PHX,2017-01-01,Mountain
DFW,2017-01-08,WestNorthCentral
OKC,2017-01-01,WestSouthCentral
LIH,2017-01-16,Pacific
NE,2017-01-17,WestNorthCentral
GEG,2017-01-31,Pacific
STL,2017-01-12,WestNorthCentral
MYR,2017-01-22,SouthAtlantic
ORF,2017-01-23,SouthAtlantic
AUS,2017-01-15,WestSouthCentral
CMH,2017-01-05,EastNorthCentral
JAX,2017-01-30,SouthAtlantic
MEM,2017-01-08,EastSouthCentral
BUF,2017-01-01,MiddleAtlantic
PBI,2017-01-25,SouthAtlantic
OKC,2017-01-14,WestSouthCentral
DSM,2017-01-27,WestNorthCentral
ONT,2017-01-02,Pacific
DEN,2017-01-17,Mountain
EWR,2017-01-19,MiddleAtlantic
MSY,2017-01-06,WestSouthCentral
OAK,2017-01-01,Pacific
CLE,2017-01-31,EastNorthCentral
IAH,2017-01-11,WestSouthCentral
LGA,2017-01-10,MiddleAtlantic
SAN,2017-01-29,Pacific
TPA,2017-01-03,SouthAtlantic
BOS,2017-01-06,NewEngland
CLE,2017-01-16,EastNorthCentral
PVD,2017-01-28,NewEngland
CLE,2017-01-03,EastNorthCentral
GSO,2017-01-20,SouthAtlantic
SMF,2017-01-03,Pacific
BOI,2017-01-30,Mountain
EWR,2017-01-01,MiddleAtlantic
HNL,2017-01-09,Pacific
MYR,2017-01-29,SouthAtlantic
PHX,2017-01-04,Mountain
GSP,2017-01-16,SouthAtlantic
OGG,2017-01-18,Pacific
RDU,2017-01-28,SouthAtlantic
